Yield,S1_name,S2_name,Product_name,S1_smiles,S2_smiles,Product_smiles
0,"1-(2,4-dimethylphenyl)ethan-1-one","potassium (3,5-bis(trifluoromethyl)phenyl)trifluoroborate","2-(3-acetyl-6-methyl-3',5'-bis(trifluoromethyl)-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1.[K+],O=C(C)C1=CC=C(C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one",potassium (3-chloro-4-fluorophenyl)trifluoroborate,"2-(3-acetyl-3'-chloro-4'-fluoro-6-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC(Cl)=C(F)C=C1.[K+],O=C(C)C1=CC=C(C(C2=CC(Cl)=C(F)C=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one","potassium (2,4-dichlorophenyl)trifluoroborate","2-(3-acetyl-2',4'-dichloro-6-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=C(Cl)C=C(Cl)C=C1.[K+],O=C(C)C1=CC=C(C(C2=C(Cl)C=C(Cl)C=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one","potassium (2,4-dimethylphenyl)trifluoroborate","2-(3-acetyl-2',4',6-trimethyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=C(C)C=C(C)C=C1.[K+],O=C(C)C1=CC=C(C(C2=C(C)C=C(C)C=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one","potassium (2,6-difluorophenyl)trifluoroborate","2-(3-acetyl-2',6'-difluoro-6-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=C(F)C=CC=C1F.[K+],O=C(C)C1=CC=C(C(C2=C(F)C=CC=C2F)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one","potassium (2,6-dimethylphenyl)trifluoroborate","2-(3-acetyl-2',6,6'-trimethyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=C(C)C=CC=C1C.[K+],O=C(C)C1=CC=C(C(C2=C(C)C=CC=C2C)=C1CC(O)=O)C
3,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(naphthalen-1-yl)borate,2-(6-acetyl-3-methyl-2-(naphthalen-1-yl)phenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=C(C=CC=C2)C2=CC=C1.[K+],O=C(C)C1=CC=C(C(C2=C(C=CC=C3)C3=CC=C2)=C1CC(O)=O)C
4,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(naphthalen-2-yl)borate,2-(6-acetyl-3-methyl-2-(naphthalen-2-yl)phenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC(C=CC=C2)=C2C=C1.[K+],O=C(C)C1=CC=C(C(C2=CC(C=CC=C3)=C3C=C2)=C1CC(O)=O)C
9,"1-(2,4-dimethylphenyl)ethan-1-one","potassium benzo[d][1,3]dioxol-5-yltrifluoroborate","2-(6-acetyl-2-(benzo[d][1,3]dioxol-5-yl)-3-methylphenyl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC(OCO2)=C2C=C1.[K+],O=C(C)C1=CC=C(C(C2=CC(OCO3)=C3C=C2)=C1CC(O)=O)C
3.5,"1-(2,4-dimethylphenyl)ethan-1-one",potassium (4-acetylphenyl)trifluoroborate,"2-(3,4'-diacetyl-6-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=C(C(C)=O)C=C1.[K+],O=C(C)C1=CC=C(C(C2=CC=C(C(C)=O)C=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one",potassium (4-carboxyphenyl)trifluoroborate,"3'-acetyl-2'-(carboxymethyl)-6'-methyl-[1,1'-biphenyl]-4-carboxylic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=C(C(O)=O)C=C1.[K+],O=C(C)C1=CC=C(C(C2=CC=C(C(O)=O)C=C2)=C1CC(O)=O)C
5.5,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(4-hydroxyphenyl)borate,"2-(3-acetyl-4'-hydroxy-6-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=C(O)C=C1.[K+],O=C(C)C1=CC=C(C(C2=CC=C(O)C=C2)=C1CC(O)=O)C
9.5,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(4-formylphenyl)borate,"2-(3-acetyl-4'-formyl-6-methyl-[1,1'-biphenyl]-2-yl)acetic acid",O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=C(C=O)C=C1.[K+],O=C(C)C1=CC=C(C(C2=CC=C(C=O)C=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(furan-2-yl)borate,2-(6-acetyl-2-(furan-2-yl)-3-methylphenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=CO1.[K+],O=C(C)C1=CC=C(C(C2=CC=CO2)=C1CC(O)=O)C
4.5,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(thiophen-2-yl)borate,2-(6-acetyl-3-methyl-2-(thiophen-2-yl)phenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=CS1.[K+],O=C(C)C1=CC=C(C(C2=CC=CS2)=C1CC(O)=O)C
1,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(thiophen-3-yl)borate,2-(6-acetyl-3-methyl-2-(thiophen-3-yl)phenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CSC=C1.[K+],O=C(C)C1=CC=C(C(C2=CSC=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(1-methyl-1H-pyrazol-5-yl)borate,2-(6-acetyl-3-methyl-2-(1-methyl-1H-pyrazol-5-yl)phenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=NN1C.[K+],O=C(C)C1=CC=C(C(C2=CC=NN2C)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(pyridin-4-yl)borate,2-(6-acetyl-3-methyl-2-(pyridin-4-yl)phenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CC=NC=C1.[K+],O=C(C)C1=CC=C(C(C2=CC=NC=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one",potassium trifluoro(6-fluoropyridin-3-yl)borate,2-(6-acetyl-2-(6-fluoropyridin-3-yl)-3-methylphenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CN=C(F)C=C1.[K+],O=C(C)C1=CC=C(C(C2=CN=C(F)C=C2)=C1CC(O)=O)C
0,"1-(2,4-dimethylphenyl)ethan-1-one",potassium (6-chloropyridin-3-yl)trifluoroborate,2-(6-acetyl-2-(6-chloropyridin-3-yl)-3-methylphenyl)acetic acid,O=C(C)C1=CC=C(C)C=C1C,F[B-](F)(F)C1=CN=C(Cl)C=C1.[K+],O=C(C)C1=CC=C(C(C2=CN=C(Cl)C=C2)=C1CC(O)=O)C
48,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(phenyl)borate,"2-(3-benzoyl-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
44,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(4-fluorophenyl)borate,"2-(3-benzoyl-4'-fluoro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(F)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
30,(2-phenethylphenyl)(phenyl)methanone,potassium (4-chlorophenyl)trifluoroborate,"2-(3-benzoyl-4'-chloro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(Cl)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(Cl)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
27,(2-phenethylphenyl)(phenyl)methanone,potassium (4-bromophenyl)trifluoroborate,"2-(3-benzoyl-4'-bromo-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(Br)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(Br)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
21,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(4-(trifluoromethyl)phenyl)borate,"2-(3-benzoyl-4'-(trifluoromethyl)-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(C(F)(F)F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(F)(F)F)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
15,(2-phenethylphenyl)(phenyl)methanone,potassium (4-cyanophenyl)trifluoroborate,"2-(3-benzoyl-4'-cyano-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(C#N)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C#N)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
31,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(4-nitrophenyl)borate,"2-(3-benzoyl-4'-nitro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C([N+]([O-])=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C([N+]([O-])=O)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
44,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(p-tolyl)borate,"2-(3-benzoyl-4'-methyl-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
27,(2-phenethylphenyl)(phenyl)methanone,potassium (4-(tert-butyl)phenyl)trifluoroborate,"2-(3-benzoyl-4'-(tert-butyl)-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(C(C)(C)C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(C)(C)C)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
33,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(4-methoxyphenyl)borate,"2-(3-benzoyl-4'-methoxy-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(OC)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(OC)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
37,(2-phenethylphenyl)(phenyl)methanone,potassium (4-butoxyphenyl)trifluoroborate,"2-(3-benzoyl-4'-butoxy-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(OCCCC)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(OCCCC)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
22,(2-phenethylphenyl)(phenyl)methanone,potassium (4-(benzyloxy)phenyl)trifluoroborate,"2-(3-benzoyl-4'-(benzyloxy)-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(OCC2=CC=CC=C2)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(OCC4=CC=CC=C4)C=C3)=C2C(C(O)=O)CC5=CC=CC=C5
27,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(3-fluorophenyl)borate,"2-(3-benzoyl-3'-fluoro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC(F)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(F)=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
27,(2-phenethylphenyl)(phenyl)methanone,potassium (3-chlorophenyl)trifluoroborate,"2-(3-benzoyl-3'-chloro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC(Cl)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(Cl)=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
34,(2-phenethylphenyl)(phenyl)methanone,potassium (3-bromophenyl)trifluoroborate,"2-(3-benzoyl-3'-bromo-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC(Br)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(Br)=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
21,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(3-nitrophenyl)borate,"2-(3-benzoyl-3'-nitro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC([N+]([O-])=O)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC([N+]([O-])=O)=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
21,(2-phenethylphenyl)(phenyl)methanone,potassium (3-cyanophenyl)trifluoroborate,"2-(3-benzoyl-3'-cyano-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC(C#N)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(C#N)=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
39,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(3-methoxyphenyl)borate,"2-(3-benzoyl-3'-methoxy-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC(OC)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(OC)=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
41,(2-phenethylphenyl)(phenyl)methanone,potassium (3-(benzyloxy)phenyl)trifluoroborate,"2-(3-benzoyl-3'-(benzyloxy)-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CC(OCC2=CC=CC=C2)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(OCC4=CC=CC=C4)=CC=C3)=C2C(C(O)=O)CC5=CC=CC=C5
0,(2-phenethylphenyl)(phenyl)methanone,potassium (2-cyanophenyl)trifluoroborate,"2-(3-benzoyl-2'-cyano-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(C#N)C=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C#N)C=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(2-(methylsulfonyl)phenyl)borate,"2-(3-benzoyl-2'-(methylsulfonyl)-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(S(=O)(C)=O)C=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(S(=O)(C)=O)C=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(o-tolyl)borate,"2-(3-benzoyl-2'-methyl-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(C)C=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C)C=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
17,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(2-methoxyphenyl)borate,"2-(3-benzoyl-2'-methoxy-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(OC)C=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(OC)C=CC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,"potassium (3,5-bis(trifluoromethyl)phenyl)trifluoroborate","2-(3-benzoyl-3',5'-bis(trifluoromethyl)-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=C2C(C(O)=O)CC4=CC=CC=C4
18.5,(2-phenethylphenyl)(phenyl)methanone,potassium (3-chloro-4-fluorophenyl)trifluoroborate,"2-(3-benzoyl-3'-chloro-4'-fluoro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC(Cl)=C(F)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(Cl)=C(F)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,"potassium (2,4-dichlorophenyl)trifluoroborate","2-(3-benzoyl-2',4'-dichloro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(Cl)C=C(Cl)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(Cl)C=C(Cl)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,"potassium (2,4-dimethylphenyl)trifluoroborate","2-(3-benzoyl-2',4'-dimethyl-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(C)C=C(C)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C)C=C(C)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,"potassium (2,6-difluorophenyl)trifluoroborate","2-(3-benzoyl-2',6'-difluoro-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(F)C=CC=C1F.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(F)C=CC=C3F)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,"potassium (2,6-dimethylphenyl)trifluoroborate","2-(3-benzoyl-2',6'-dimethyl-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(C)C=CC=C1C.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C)C=CC=C3C)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(naphthalen-1-yl)borate,2-(2-benzoyl-6-(naphthalen-1-yl)phenyl)-3-phenylpropanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=C(C=CC=C2)C2=CC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=C(C=CC=C4)C4=CC=C3)=C2C(C(O)=O)CC5=CC=CC=C5
30,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(naphthalen-2-yl)borate,2-(2-benzoyl-6-(naphthalen-2-yl)phenyl)-3-phenylpropanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC(C=CC=C2)=C2C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(C=CC=C4)=C4C=C3)=C2C(C(O)=O)CC5=CC=CC=C5
43,(2-phenethylphenyl)(phenyl)methanone,"potassium benzo[d][1,3]dioxol-5-yltrifluoroborate","2-(2-(benzo[d][1,3]dioxol-5-yl)-6-benzoylphenyl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC(OCO2)=C2C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC(OCO4)=C4C=C3)=C2C(C(O)=O)CC5=CC=CC=C5
26,(2-phenethylphenyl)(phenyl)methanone,potassium (4-acetylphenyl)trifluoroborate,"2-(4'-acetyl-3-benzoyl-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(C(C)=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(C)=O)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,potassium (4-carboxyphenyl)trifluoroborate,"3'-benzoyl-2'-(1-carboxy-2-phenylethyl)-[1,1'-biphenyl]-4-carboxylic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(C(O)=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C(O)=O)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
27,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(4-hydroxyphenyl)borate,"2-(3-benzoyl-4'-hydroxy-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(O)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
16,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(4-formylphenyl)borate,"2-(3-benzoyl-4'-formyl-[1,1'-biphenyl]-2-yl)-3-phenylpropanoic acid",O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=C(C=O)C=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=C(C=O)C=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(furan-2-yl)borate,2-(2-benzoyl-6-(furan-2-yl)phenyl)-3-phenylpropanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CO1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=CO3)=C2C(C(O)=O)CC4=CC=CC=C4
24,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(thiophen-2-yl)borate,2-(2-benzoyl-6-(thiophen-2-yl)phenyl)-3-phenylpropanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=CS1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=CS3)=C2C(C(O)=O)CC4=CC=CC=C4
20,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(thiophen-3-yl)borate,2-(2-benzoyl-6-(thiophen-3-yl)phenyl)-3-phenylpropanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CSC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CSC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(1-methyl-1H-pyrazol-5-yl)borate,2-(2-benzoyl-6-(1-methyl-1H-pyrazol-5-yl)phenyl)-3-phenylpropanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=NN1C.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=NN3C)=C2C(C(O)=O)CC4=CC=CC=C4
0,(2-phenethylphenyl)(phenyl)methanone,potassium trifluoro(pyridin-4-yl)borate,2-(2-benzoyl-6-(pyridin-4-yl)phenyl)-3-phenylpropanoic acid,O=C(C1=CC=CC=C1)C2=CC=CC=C2CCC3=CC=CC=C3,F[B-](F)(F)C1=CC=NC=C1.[K+],O=C(C1=CC=CC=C1)C2=CC=CC(C3=CC=NC=C3)=C2C(C(O)=O)CC4=CC=CC=C4
